,filename,class_id,center-x,center-y,normalised_width,normalised_height
0,4673871.jpg,1,0.1685,0.2125,0.061,0.115
1,4673871.jpg,1,0.5105,0.3375,0.023,0.045
2,4673871.jpg,1,0.7045,0.5283333333333333,0.040999999999999995,0.06
3,4673871.jpg,1,0.8175,0.2966666666666667,0.051,0.09
4,4673871.jpg,1,0.588,0.2683333333333333,0.013999999999999999,0.03
5,4673871.jpg,1,0.6025,0.2866666666666667,0.011000000000000001,0.02333333333333333
6,nyu-coronavirus.jpg,0,0.1325,0.4654913728432108,0.06,0.1147786946736684
7,nyu-coronavirus.jpg,0,0.02825,0.42948237059264815,0.0485,0.07726931732933233
8,nyu-coronavirus.jpg,0,0.0925,0.3593398349587397,0.04,0.06301575393848463
9,nyu-coronavirus.jpg,1,0.3815,0.4842460615153789,0.102,0.16279069767441862
10,nyu-coronavirus.jpg,1,0.594,0.4471117779444861,0.087,0.14253563390847712
11,nyu-coronavirus.jpg,0,0.79075,0.5393848462115529,0.0665,0.10202550637659416
12,nyu-coronavirus.jpg,0,0.223,0.3360840210052513,0.033,0.04051012753188297
13,nyu-coronavirus.jpg,0,0.43075,0.3713428357089272,0.0325,0.06151537884471117
14,20371517_web1_200131-RDA-New-coronavirus-has-now-infected-almost-10000-including-three-in-Canada-coronavirus_1.jpg,1,0.7129166666666666,0.378125,0.0675,0.11125
15,20371517_web1_200131-RDA-New-coronavirus-has-now-infected-almost-10000-including-three-in-Canada-coronavirus_1.jpg,1,0.8854166666666666,0.275625,0.05583333333333333,0.10375
16,20371517_web1_200131-RDA-New-coronavirus-has-now-infected-almost-10000-including-three-in-Canada-coronavirus_1.jpg,1,0.6441666666666667,0.245,0.06333333333333334,0.1225
17,20371517_web1_200131-RDA-New-coronavirus-has-now-infected-almost-10000-including-three-in-Canada-coronavirus_1.jpg,1,0.3920833333333333,0.429375,0.05916666666666666,0.08375
18,20371517_web1_200131-RDA-New-coronavirus-has-now-infected-almost-10000-including-three-in-Canada-coronavirus_1.jpg,1,0.4325,0.341875,0.05166666666666666,0.08625
19,20371517_web1_200131-RDA-New-coronavirus-has-now-infected-almost-10000-including-three-in-Canada-coronavirus_1.jpg,1,0.04041666666666666,0.370625,0.07916666666666666,0.23125
20,20371517_web1_200131-RDA-New-coronavirus-has-now-infected-almost-10000-including-three-in-Canada-coronavirus_1.jpg,1,0.3316666666666667,0.35375,0.045,0.0675
21,20371517_web1_200131-RDA-New-coronavirus-has-now-infected-almost-10000-including-three-in-Canada-coronavirus_1.jpg,1,0.2691666666666667,0.32375,0.05166666666666666,0.065
22,20371517_web1_200131-RDA-New-coronavirus-has-now-infected-almost-10000-including-three-in-Canada-coronavirus_1.jpg,1,0.09375,0.318125,0.0375,0.05375
23,20371517_web1_200131-RDA-New-coronavirus-has-now-infected-almost-10000-including-three-in-Canada-coronavirus_1.jpg,1,0.19833333333333333,0.314375,0.04166666666666666,0.05125
24,20371517_web1_200131-RDA-New-coronavirus-has-now-infected-almost-10000-including-three-in-Canada-coronavirus_1.jpg,1,0.15291666666666667,0.286875,0.02083333333333333,0.03875
25,20371517_web1_200131-RDA-New-coronavirus-has-now-infected-almost-10000-including-three-in-Canada-coronavirus_1.jpg,1,0.5129166666666667,0.281875,0.0275,0.04375
26,94751852-8e29-4629-9015-5c68635faef3_m.jpg,1,0.2648936170212766,0.4146153846153846,0.19787234042553192,0.3276923076923077
27,94751852-8e29-4629-9015-5c68635faef3_m.jpg,1,0.7425531914893617,0.46,0.2936170212765957,0.3415384615384615
28,article-5e450331d87b6.jpg,1,0.064375,0.7136194029850746,0.045,0.07462686567164177
29,article-5e450331d87b6.jpg,1,0.0515625,0.4029850746268657,0.021875,0.05597014925373135
30,article-5e450331d87b6.jpg,1,0.1353125,0.3913246268656717,0.033125,0.05503731343283582
31,article-5e450331d87b6.jpg,0,0.0546875,0.5041977611940298,0.025625,0.0625
32,article-5e450331d87b6.jpg,0,0.0234375,0.5298507462686567,0.021875,0.07276119402985075
33,article-5e450331d87b6.jpg,1,0.300625,0.2621268656716418,0.0575,0.08582089552238806
34,article-5e450331d87b6.jpg,1,0.375,0.2775186567164179,0.05125,0.07742537313432836
35,article-5e450331d87b6.jpg,1,0.488125,0.2994402985074627,0.0575,0.09514925373134328
36,article-5e450331d87b6.jpg,1,0.6434375,0.31343283582089554,0.046875,0.08208955223880597
37,article-5e450331d87b6.jpg,1,0.755,0.28824626865671643,0.05625,0.0914179104477612
38,article-5e450331d87b6.jpg,1,0.9746875,0.3829291044776119,0.035625,0.053171641791044784
39,article-5e450331d87b6.jpg,0,0.9753125,0.5027985074626866,0.036875,0.07276119402985075
40,china-holiday-mask.jpg,1,0.18833333333333327,0.2963414634146341,0.05333333333333334,0.07560975609756097
41,china-holiday-mask.jpg,1,0.40291666666666665,0.2682926829268293,0.06583333333333333,0.1024390243902439
42,china-holiday-mask.jpg,1,0.5729166666666666,0.2652439024390244,0.05583333333333333,0.08658536585365853
43,china-holiday-mask.jpg,0,0.7525,0.2670731707317073,0.05333333333333334,0.07317073170731707
44,china-holiday-mask.jpg,0,0.9516666666666668,0.2896341463414634,0.05166666666666666,0.06951219512195123
45,china-holiday-mask.jpg,0,0.9658333333333332,0.0871951219512195,0.03333333333333333,0.045121951219512194
46,china-holiday-mask.jpg,0,0.6354166666666666,0.04207317073170732,0.0175,0.040243902439024384
47,china-holiday-mask.jpg,0,0.5729166666666666,0.05426829268292683,0.014166666666666666,0.03048780487804878
48,china-holiday-mask.jpg,0,0.8195833333333333,0.12560975609756098,0.0125,0.02682926829268293
49,china-holiday-mask.jpg,0,0.745,0.12439024390243902,0.015,0.021951219512195117
50,china-holiday-mask.jpg,0,0.7075,0.11646341463414635,0.015,0.023170731707317076
51,china-holiday-mask.jpg,1,0.4370833333333333,0.10121951219512196,0.0175,0.02926829268292683
52,china-holiday-mask.jpg,0,0.36833333333333335,0.1201219512195122,0.015,0.02073170731707317
53,china-holiday-mask.jpg,0,0.21416666666666667,0.1,0.016666666666666666,0.024390243902439025
54,china-holiday-mask.jpg,0,0.15291666666666667,0.10304878048780487,0.01916666666666666,0.032926829268292684
55,china-holiday-mask.jpg,0,0.06916666666666668,0.09573170731707316,0.013333333333333334,0.03048780487804878
56,china-holiday-mask.jpg,0,0.013333333333333334,0.09268292682926828,0.02,0.02682926829268293
57,3FED259000000578-4472558-Dangerous_People_in_northern_China_were_seen_wearing_masks_and_c-a-2_1493888420858.jpg,1,0.15280665280665282,0.28738317757009346,0.10187110187110188,0.16043613707165108
58,3FED259000000578-4472558-Dangerous_People_in_northern_China_were_seen_wearing_masks_and_c-a-2_1493888420858.jpg,1,0.4183991683991684,0.4750778816199377,0.09251559251559252,0.14330218068535824
59,3FED259000000578-4472558-Dangerous_People_in_northern_China_were_seen_wearing_masks_and_c-a-2_1493888420858.jpg,1,0.6793139293139293,0.616822429906542,0.08835758835758836,0.14018691588785046
60,3FED259000000578-4472558-Dangerous_People_in_northern_China_were_seen_wearing_masks_and_c-a-2_1493888420858.jpg,1,0.8981288981288982,0.5996884735202492,0.0893970893970894,0.1308411214953271
61,3FED259000000578-4472558-Dangerous_People_in_northern_China_were_seen_wearing_masks_and_c-a-2_1493888420858.jpg,1,0.5530145530145529,0.4906542056074766,0.09563409563409564,0.1277258566978193
62,200124-coronavirus-surgical-masks.jpg,1,0.4941666666666666,0.409375,0.09166666666666666,0.12875
63,Cotton-PM2-5-Black-mouth-Mask-anti-dust-mask-Activated-carbon-filter-Windproof-Mouth-muffle.jpg,1,0.6,0.544,0.402,0.456
64,the-first-day-of-wuhan-s-closure-some-people-fled-some-panicked.jpg,1,0.0703125,0.3174740484429065,0.08203125,0.12283737024221453
65,the-first-day-of-wuhan-s-closure-some-people-fled-some-panicked.jpg,1,0.37158203125,0.29930795847750863,0.0732421875,0.1314878892733564
66,the-first-day-of-wuhan-s-closure-some-people-fled-some-panicked.jpg,0,0.43896484375,0.42301038062283736,0.0302734375,0.06055363321799308
67,the-first-day-of-wuhan-s-closure-some-people-fled-some-panicked.jpg,1,0.5068359375,0.3944636678200692,0.021484375,0.04152249134948097
68,the-first-day-of-wuhan-s-closure-some-people-fled-some-panicked.jpg,1,0.54931640625,0.39186851211072665,0.0205078125,0.04325259515570934
69,the-first-day-of-wuhan-s-closure-some-people-fled-some-panicked.jpg,1,0.64404296875,0.31487889273356395,0.0966796875,0.1695501730103806
70,the-first-day-of-wuhan-s-closure-some-people-fled-some-panicked.jpg,1,0.9013671875,0.23961937716262974,0.125,0.2024221453287197
71,the-first-day-of-wuhan-s-closure-some-people-fled-some-panicked.jpg,1,0.56884765625,0.4567474048442906,0.0185546875,0.03806228373702422
72,10fea_8011463765e2aa28b386cf.jpg,1,0.287,0.4716666666666667,0.242,0.5066666666666667
73,10fea_8011463765e2aa28b386cf.jpg,0,0.7605,0.19416666666666665,0.107,0.185
74,20180424112615601.jpg,0,0.12267441860465116,0.5041322314049587,0.2337209302325581,0.4338842975206612
75,20180424112615601.jpg,1,0.4924418604651163,0.371900826446281,0.2593023255813954,0.4958677685950413
76,20180424112615601.jpg,0,0.7860465116279071,0.8987603305785123,0.13953488372093026,0.2024793388429752
77,TASS38012699.jpg,1,0.4544117647058824,0.24640522875816995,0.06176470588235295,0.11372549019607844
78,TASS38012699.jpg,0,0.11139705882352942,0.4712418300653594,0.04338235294117647,0.06666666666666668
79,TASS38012699.jpg,0,0.6139705882352942,0.7627450980392156,0.06764705882352941,0.134640522875817
80,TASS38012699.jpg,0,0.9775735294117648,0.6124183006535948,0.04485294117647059,0.10326797385620914
81,TASS38012699.jpg,0,0.5617647058823529,0.4143790849673203,0.023529411764705882,0.07058823529411765
82,2020012921402900_1.jpg,1,0.4958079268292683,0.2508896797153025,0.11509146341463415,0.20759193357058128
83,2020012921402900_1.jpg,1,0.5914634146341463,0.2734282325029656,0.07317073170731707,0.1055753262158956
84,2020012921402900_1.jpg,1,0.7816310975609756,0.17022538552787664,0.06326219512195122,0.09608540925266904
85,2020012921402900_1.jpg,1,0.1166158536585366,0.18149466192170816,0.07926829268292683,0.10438908659549227
86,2020012921402900_1.jpg,1,0.22865853658536586,0.22182680901542112,0.07621951219512195,0.0830367734282325
87,2089-1393-2.49806339.jpg,1,0.6067496409765438,0.4755922469490309,0.17376735280038294,0.28212491026561376
88,2089-1393-2.49806339.jpg,1,0.430828147438966,0.3621679827709978,0.14552417424605074,0.28212491026561376
89,5e2939009978e24471b03796.jpg,1,0.0671875,0.39140625,0.0984375,0.1671875
90,5e2939009978e24471b03796.jpg,1,0.325,0.2578125,0.0375,0.071875
91,5e2939009978e24471b03796.jpg,1,0.41796875,0.28671875,0.0296875,0.0765625
92,5e2939009978e24471b03796.jpg,1,0.630859375,0.2609375,0.03828125,0.075
93,5e2939009978e24471b03796.jpg,1,0.690234375,0.17578125,0.04140625,0.0921875
94,5e2939009978e24471b03796.jpg,1,0.89375,0.2640625,0.078125,0.2
95,5e2939009978e24471b03796.jpg,1,0.7125,0.46640625,0.040625,0.0859375
96,5e2939009978e24471b03796.jpg,0,0.8265625,0.28671875,0.053125,0.0921875
97,5e2939009978e24471b03796.jpg,0,0.381640625,0.21796875,0.02265625,0.0546875
98,5e2939009978e24471b03796.jpg,1,0.29140625,0.21484375,0.01875,0.0640625
