filename,class_name,center-x,center-y,normalised_width,normalised_height
6a9947bc-2cff-42d8-a32b-aac46276c512.jpg,None,0.321,0.25,0.074,0.14
6a9947bc-2cff-42d8-a32b-aac46276c512.jpg,Good,0.464,0.15166666666666667,0.072,0.13666666666666666
52e07677-32ec-4fb7-8641-ad87e5482ea3.jpg,Bad,0.52421875,0.31305950500263297,0.240625,0.4565560821484992
00140c9b-1600.jpg,Bad,0.4146875,0.3591314031180401,0.058125,0.10801781737193764
00140c9b-1600.jpg,Good,0.5521875,0.3502227171492205,0.049375,0.09910913140311804
800px-People_wear_mask_in_Causeway_Bay_202001.jpg,None,0.145,0.5105882352941177,0.0675,0.19294117647058823
800px-People_wear_mask_in_Causeway_Bay_202001.jpg,Good,0.304375,0.5458823529411765,0.07375,0.1411764705882353
800px-People_wear_mask_in_Causeway_Bay_202001.jpg,None,0.494375,0.43176470588235294,0.06375,0.14352941176470588
800px-People_wear_mask_in_Causeway_Bay_202001.jpg,Good,0.76375,0.5576470588235294,0.07,0.13176470588235295
800px-People_wear_mask_in_Causeway_Bay_202001.jpg,Good,0.580625,0.46352941176470586,0.06125,0.1411764705882353
800px-People_wear_mask_in_Causeway_Bay_202001.jpg,None,0.828125,0.4788235294117647,0.06375,0.14823529411764705
880dc5e8-db26-437a-9fdd-1b2c7060e68a_16x9_1200x676.jpg,Bad,0.9052083333333333,0.6592592592592592,0.18541666666666667,0.44814814814814813
200401135727-wlex-face-mask-pkg-1-exlarge-169.jpg,Good,0.5128205128205128,0.3401826484018265,0.16923076923076924,0.365296803652968
adult-man-wearing-face-mask-260nw-1731892126.jpg,Bad,0.5282051282051282,0.5232142857142857,0.3076923076923077,0.6607142857142857
AP_20105794713869.jpg,Good,0.3204113924050633,0.23622047244094488,0.07753164556962025,0.1837270341207349
AP_20105794713869.jpg,Good,0.4185126582278481,0.15485564304461943,0.08702531645569621,0.1837270341207349
AP_20105794713869.jpg,Good,0.5166139240506329,0.2992125984251969,0.08069620253164557,0.16272965879265092
AP_20105794713869.jpg,None,0.7049050632911392,0.2230971128608924,0.07753164556962025,0.16272965879265092
asian-child-girl-doctors-outfit-260nw-1704578380.jpg,Bad,0.49230769230769234,0.2714285714285714,0.19487179487179487,0.35
